-- ADDRESS


insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37439, 'Alcácer do Sal', '6 Heath Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 38424, 'General Martín Miguel de Güemes', '77723 Merry Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 17997, 'Alta Gracia', '13798 Sachtjen Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 47308, 'Akure', '7592 Darwin Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 70700, 'São Marcos da Serra', '286 Dahle Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 95749, 'Saint-Étienne', '5965 Emmet Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 96839, 'Světlá nad Sázavou', '38 Dennis Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 69906, 'San Gabriel', '8 Mayer Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 77385, 'Lidingö', '38 Victoria Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 81417, 'Brandýs nad Labem-Stará Boleslav', '59882 Ludington Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 30435, 'Hongtang', '7 Gulseth Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 19674, 'Ronneby', '15604 Cody Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41604, 'Temperak', '20087 Pine View Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 53772, 'Lazaro Cardenas', '21264 Linden Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 72690, 'Pavino', '77 Northfield Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 40907, 'La Unión', '423 Oak Valley Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 26276, 'Mölndal', '04807 Rieder Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 22041, 'Tenjolaya', '1298 Havey Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 49330, 'Ciyun', '46679 Buena Vista Park');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 65322, 'Prachatice', '4 Hazelcrest Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 18118, 'Luče', '7 Ilene Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 66849, 'Jiamaogong', '75475 Forest Run Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 28922, 'Bolo', '502 American Ash Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 73009, 'Umeå', '943 Golf Course Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 77940, 'Yangjiao', '59 Emmet Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41041, 'Nantang', '148 Goodland Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 94655, 'El Realejo', '8 Drewry Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 71445, 'Montgomery', '2164 Havey Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 82877, 'Sherpur', '316 Granby Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 47297, 'Bouca', '8 Mifflin Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 29661, 'Margasana', '67 Brickson Park Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 29841, 'Zhangdun', '3486 Grim Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 93397, 'Ntoum', '401 Evergreen Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 42186, 'Baohe', '80 Burning Wood Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 85636, 'Santa Marta', '296 Sherman Circle');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 59816, 'Guingamp', '60125 Ridgeway Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 87339, 'Kurzętnik', '7 Norway Maple Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 20188, 'Langtad', '0493 Buhler Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 84789, 'Kato Pyrgos', '500 Burrows Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 55383, 'Nova Iguaçu', '9665 Killdeer Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 38474, 'Privlaka', '78236 Northfield Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 88314, 'Boé', '0131 Sycamore Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 97085, 'Bascaron', '8 Clarendon Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 21573, 'Bilqās', '36 8th Circle');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 91999, 'Bungo-Takada-shi', '82 Scott Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 33870, 'Guanay', '5 Karstens Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 65349, 'Sinop', '5286 Randy Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 57308, 'Kloangpopot', '175 Evergreen Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 92515, 'Camp Diable', '03513 Di Loreto Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 72938, 'Zarzis', '92837 Anzinger Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 72009, 'Acarí', '70301 Debs Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 17008, 'Phùng', '0201 Pleasure Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 12992, 'San Isidro', '41104 Packers Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 16662, 'Aldana', '24120 Nancy Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 20130, 'Newmarket', '3317 Gina Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 10784, 'Oued Laou', '0509 Old Shore Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 85022, 'Zhuyeping', '9 Mariners Cove Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 20471, 'Licheng', '44 Glendale Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 66009, 'Suresnes', '14814 Algoma Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 80489, 'Podgornoye', '51588 2nd Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 28038, 'Kolsko', '8 Jenna Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 83357, 'Bherāmāra', '5561 Pine View Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 91862, 'Santa Marta de Penaguião', '81506 Rockefeller Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 13082, 'Montevista', '9 Blackbird Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 78761, 'Futaleufú', '079 Superior Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 59454, 'Bonao', '9070 Spohn Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 61296, 'Bala Murghab', '7474 Nobel Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 57262, 'Gon’ba', '86640 Lindbergh Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 72317, 'Năm Căn', '65 Stephen Park');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 99720, 'Hövsan', '9929 Merchant Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 53343, 'Madrid', '0 Riverside Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 52879, 'Punkalaidun', '68 Thackeray Park');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 83858, 'Saransk', '91871 Charing Cross Park');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 68311, 'Bahía Honda', '0 Dunning Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 56232, 'Phôngsali', '98589 Maple Wood Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 83564, 'Ciomas', '5202 Luster Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41693, 'Hermanus', '0 Graedel Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 46558, 'Montceau-les-Mines', '66997 Prairieview Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 10841, 'Horní Čermná', '199 Sommers Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 67491, 'Besah', '360 Granby Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 65444, 'Erechim', '4 Graedel Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 75457, 'Rennes', '5924 Dakota Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 86343, 'Rennes', '1057 Mariners Cove Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 81432, 'Rizal', '0389 Mallard Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 35756, 'Xintun', '61 Fisk Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 28778, 'Izumi', '7 Larry Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 89219, 'Sitangkai', '5 Comanche Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 13969, 'Pocsi', '525 Iowa Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 53146, 'Kurchaloy', '1600 Sugar Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 84345, 'Aranguren', '5 Laurel Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 49311, 'Tul’chyn', '6 Bay Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 67457, 'Sosnovaya Polyana', '4 Warner Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41545, 'Bigoudine', '34 Novick Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 19049, 'Samphanthawong', '7021 Gateway Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 45932, 'Mongar', '1 Oneill Crossing');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 60463, 'Jinlong', '75455 Almo Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 33872, 'Saku', '866 Merry Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 75826, 'Longwood', '21871 Alpine Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 57865, 'Milton', '15192 Delaware Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 31947, 'Jovellar', '5829 Northland Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37770, 'Zaječov', '80 Crownhardt Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 52006, 'Xinlong', '43 Prentice Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 63075, 'Hong’an', '80 School Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 39259, 'Ergong', '7192 Longview Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 68737, 'Aizhai', '8 Redwing Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 81711, 'Sambonggede', '27 Cambridge Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 85406, 'Manadhoo', '3926 Little Fleur Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 49461, 'Glogovac', '044 Florence Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 51025, 'Capissayan Sur', '55300 Hintze Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 86950, 'Aasiaat', '0037 Commercial Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 82253, 'Valejas', '1 Lakeland Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 46081, 'Pámfylla', '084 Upham Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 52815, 'Zebrzydowice', '5 Norway Maple Crossing');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 22900, 'Dubai', '406 Evergreen Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 43128, 'Tawan tawan', '65247 Anniversary Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 14707, 'Samborondón', '76719 Golf View Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 48818, 'Kuczbork-Osada', '179 Fremont Crossing');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 87478, 'San Marcos', '9 Warner Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 72126, 'Hasuda', '145 Sauthoff Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 17673, 'El Paso', '945 Loftsgordon Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 94845, 'Tongkiling', '85 Helena Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 65676, 'Bansko', '04 Katie Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 51789, 'Siukh', '8532 Almo Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 30191, 'Priargunsk', '989 Melody Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 17307, 'Dijon', '55130 Hallows Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 14968, 'Štítina', '6908 Warrior Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 13136, 'Kerep Wetan', '534 Starling Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 10748, 'Waigete', '50 Summerview Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 30199, 'Matozinhos', '521 Loeprich Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 89567, 'Minjian', '54366 Porter Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 79279, 'Nonoichi', '6135 Rowland Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 46365, 'Rotterdam', '16812 Maryland Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 77817, 'Quintães', '4 Sunfield Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 21741, 'Nārang', '377 Moulton Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 31462, 'Kalibunder', '8481 Bashford Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 43046, 'Nicolas Bravo', '89472 Monument Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 79145, 'Yeniköy', '97717 Burning Wood Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 46981, 'Donnybrook', '91 Sauthoff Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 97261, 'Chechenglu', '4807 Elgar Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 64281, 'Tacoma', '30406 Kenwood Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 69781, 'Klwów', '18639 Melrose Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 99519, 'Kedrovyy', '26898 Oak Valley Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 73996, 'Puck', '23070 Riverside Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 98063, 'Kamalaputi', '67 Valley Edge Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 70793, 'Luga', '3 Welch Park');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 95285, 'Vanino', '6887 Toban Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 66316, 'Moche', '286 Vernon Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 82330, 'Upper Hell''s Gate', '204 Dovetail Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 83888, 'Kemisē', '5 Russell Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 65298, 'Zerok-Alakadari', '82509 Mayfield Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 28976, 'Wanareja', '180 Homewood Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 13276, 'Zlataritsa', '76 Carioca Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 55799, 'Val-d''Or', '65775 Summer Ridge Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 82465, 'Brodokalmak', '920 Arrowood Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41810, 'Dengok', '858 Bayside Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 89154, 'Cartago', '4714 Vahlen Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 31430, 'Namwala', '7426 Sunnyside Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 60792, 'Shizuoka-shi', '95684 Dorton Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 92609, 'Semambung', '4163 Vermont Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 24062, 'El Cerrito', '94 Lien Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37375, 'Shengtang', '2544 Huxley Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 18158, 'Ilongero', '54207 Larry Circle');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 80182, 'Mangai', '59 Del Mar Crossing');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 89783, 'Limanancong', '089 Service Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 64685, 'Buka', '645 Washington Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 13673, 'Mtsamdou', '80 Morningstar Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 82464, 'Jakartovice', '7 Hoepker Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 58303, 'Ōmihachiman', '4802 Meadow Valley Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 48613, 'Changzhi', '336 Del Mar Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41055, 'Ciorescu', '9290 Pawling Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 13574, 'Kamyzyak', '392 Jay Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 99432, 'Bojong', '15 Lighthouse Bay Plaza');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 88130, 'Tubigan', '797 Reinke Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 72062, 'Jintan', '821 Mariners Cove Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 15579, 'Sochi', '73417 Northfield Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 35043, 'Suohe', '07637 7th Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 41125, 'Emiliano Zapata', '6632 Tennessee Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 84159, 'Parrita', '07816 Ridgeway Center');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 76201, 'Outlook', '0382 Fuller Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 78575, 'Ouani', '08 Northfield Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 10294, 'Huangbao', '63 Sunbrook Avenue');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 20638, 'Châteauroux', '437 Oneill Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 22936, 'Monaghan', '653 Schmedeman Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 76717, 'Saint-Bruno', '7 Wayridge Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 17480, 'Raszowa', '40 Heath Place');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 35130, 'Arbois', '7 Sauthoff Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 98250, 'Huangcun', '0651 Briar Crest Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 46123, 'Lhoknga', '831 Mayer Hill');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 92259, 'Kalchevaya', '517 Barby Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 70053, 'Tuymazy', '6627 Cambridge Trail');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 79643, 'Oyam', '1 Old Gate Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37484, 'Bom Jesus dos Perdões', '621 Messerschmidt Crossing');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 34099, 'Turets-Bayary', '2787 Oriole Alley');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 62018, 'Jiefu', '90 Golf Course Road');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 58425, 'Plagiári', '198 Pankratz Court');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37118, 'Ardabīl', '63 Moulton Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 23897, 'Kanbe', '13 Express Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 15216, 'Broto', '8 Prairie Rose Drive');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 48959, 'Tiarei', '4 Mallory Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 93089, 'Jiehu', '7491 Manufacturers Circle');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 95445, 'Xieyang', '522 Reindahl Junction');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 48765, 'Leping', '718 Northport Terrace');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 45411, 'Red Hill', '2 Westerfield Point');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 64724, 'San Luis', '47 Lawn Way');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 67474, 'Sumberejo', '168 Larry Street');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 58874, 'Puerto Barrios', '6329 3rd Crossing');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 49076, 'Färjestaden', '7696 Menomonie Circle');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 89239, 'Schœlcher', '20 Maple Wood Lane');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 89699, 'Liuli', '210 Texas Pass');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 42269, 'Moravský Beroun', '2974 Kensington Parkway');
insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 84621, 'Balakasap', '8 Mcguire Street');
